ISSN;Título;Estrato;Hindex5;Hindex SJR;JIF;5 JIF;Eigenfactor;Article influence;
1645-9261;JOURNAL OF TOURISM AND DEVELOPMENT;B5;4;0;0;0;0;0;
0948-695X;JOURNAL OF UNIVERSAL COMPUTER SCIENCE;B5;22;44;0.696;0.77;0.00112;0.137;
0102-8308;KINESIS (SANTA MARIA);B5;0;0;0;0;0;0;
2177-6121;LAMPARINA: REVISTA DE ENSINO DO TEATRO;B5;0;0;0;0;0;0;
2310-4112;LANTUNA ? REVISTA CABO-VERDIANA DE EDUCAÇÃO. FILOSOFIA E LETRAS;B5;0;0;0;0;0;0;
0994-6632;LE FRANÇAIS DANS LE MONDE. RECHERCHES ET APPLICATIONS;B5;0;0;0;0;0;0;
2175-7291;LEITURA FLUTUANTE;B5;0;0;0;0;0;0;
0101-9635;LEOPOLDIANUM (UNISANTOS);B5;0;0;0;0;0;0;
2179-2801;LER - LEITURA EM REVISTA CÁTEDRA UNESCO DE LEITURA PUC-RIO;B5;0;0;0;0;0;0;
1980-7732;LETRAS EM REVISTA;B5;0;0;0;0;0;0;
2318-1788;LETRAS EM REVISTA;B5;0;0;0;0;0;0;
1983-2400;LINGUAGEM & ENSINO (UCPEL);B5;0;0;0;0;0;0;
1415-1928;LINGUAGEM & ENSINO (UCPEL. IMPRESSO);B5;0;0;0;0;0;0;
2237-2318;LINGUAGEM ACADÊMICA;B5;0;0;0;0;0;0;
1415-8604;LUGAR COMUM;B5;0;0;0;0;0;0;
2359-4373;LUMINÁRIA;B5;0;0;0;0;0;0;
1519-745X;LUMINÁRIA;B5;0;0;0;0;0;0;
1519-745X;LUMINÁRIA (UNIÃO DA VITÓRIA);B5;0;0;0;0;0;0;
2278-9561;MATHEMATICAL JOURNAL OF INTERDISCIPLINARY SCIENCES;B5;0;0;0;0;0;0;
2040-4530;MEDIA EDUCATION RESEARCH JOURNAL;B5;0;0;0;0;0;0;
0328-0306;MEDIO AMBIENTE Y URBANIZACIÓN;B5;0;0;0;0;0;0;
1952-4250;MÉLANGES CRAPEL;B5;0;0;0;0;0;0;
1121-2845;MINORIGIUSTIZIA (PRINT);B5;4;0;0;0;0;0;
1676-2924;MORPHEUS (UNIRIO. ONLINE);B5;0;0;0;0;0;0;
2175-8042;MOTRIVIVÊNCIA;B5;6;0;0;0;0;0;
2175-8042;MOTRIVIVÊNCIA (FLORIANÓPOLIS);B5;0;0;0;0;0;0;
0103-4111;MOTRIVIVÊNCIA (UFSC);B5;0;0;0;0;0;0;
1981-7207;MOUSEION (UNILASALLE);B5;0;0;0;0;0;0;
2238-7196;MUITAS VOZES;B5;0;0;0;0;0;0;
2238-717X;MUITAS VOZES;B5;0;0;0;0;0;0;
1984-3917;MUSEOLOGIA E PATRIMÔNIO;B5;0;0;0;0;0;0;
1981-7126;MÚSICA EM PERSPECTIVA;B5;0;0;0;0;0;0;
2075-9479;NEUROPSICOLOGIA LATINOAMERICANA;B5;0;0;0;0;0;0;
2176-9893;NONADA;B5;3;0;0;0;0;0;
1678-6602;NUCLEUS (ITUVERAVA. IMPRESSO);B5;0;0;0;0;0;0;
1982-2278;NUCLEUS (ITUVERAVA. ONLINE);B5;0;0;0;0;0;0;
1415-8264;NURSING (SÃO PAULO);B5;4;0;0;0;0;0;
1983-6600;O GUARI (UNIÃO DA VITÓRIA);B5;0;0;0;0;0;0;
2236-6644;O TEATRO TRANSCENDE (ONLINE);B5;0;0;0;0;0;0;
2178-3748;OFICINA DO HISTORIADOR;B5;0;0;0;0;0;0;
2178-3748;OFICINA DO HISTORIADOR;B5;0;0;0;0;0;0;
1982-3878;OKARA : GEOGRAFIA EM DEBATE (UFPB);B5;0;0;0;0;0;0;
1984-0187;OLHAR DE PROFESOR;B5;0;0;0;0;0;0;
1518-5648;OLHAR DE PROFESSOR (UEPG);B5;0;0;0;0;0;0;
1518-5648;OLHAR DE PROFESSOR (UEPG. IMPRESSO);B5;0;0;0;0;0;0;
1984-0187;OLHAR DO PROFESSOR;B5;0;0;0;0;0;0;
1518-2851;OLHARES & TRILHAS (UFU. IMPRESSO);B5;0;0;0;0;0;0;
2160-8792;OPEN JOURNAL OF OBSTETRICS AND GYNECOLOGY;B5;6;0;0;0;0;0;
2317-0301;ORALIDADES;B5;0;0;0;0;0;0;
1904-0210;OUTLINES (COPENHAGEN. ONLINE);B5;0;0;0;0;0;0;
1808-8031;OUTROS TEMPOS;B5;2;0;0;0;0;0;
1808-8031;OUTROS TEMPOS (ONLINE);B5;0;0;0;0;0;0;
0873-5670;PÁGINAS A & B. ARQUIVOS & BIBLIOTECAS;B5;0;0;0;0;0;0;
1982-6109;PAIDÉI@ (SANTOS);B5;0;0;0;0;0;0;
1809-3507;PALIMPSESTO (RIO DE JANEIRO. ONLINE);B5;0;0;0;0;0;0;
1808-1576;PEDAGOGIA EM FOCO;B5;1;0;0;0;0;0;
2237-678X;PENSATA;B5;0;0;0;0;0;0;
1808-6136;PENS@R ACADÊMICO;B5;0;0;0;0;0;0;
2318-891X;PERCEPTA - REVISTA DE COGNIÇÃO MUSICAL;B5;0;0;0;0;0;0;
2448-6167;PERFILES EDUCATIVOS;B5;12;0;0;0;0;0;
0210-2331;PERSPECTIVA ESCOLAR;B5;0;0;0;0;0;0;
1414-302X;PERSPECTIVAS EM EDUCAÇÃO FÍSICA ESCOLAR;B5;0;0;0;0;0;0;
1806-7646;PESQUISA EM PÓS-GRADUAÇÃO. SÉRIE EDUCAÇÃO (UNISANTOS);B5;0;0;0;0;0;0;
0373-840X;PESQUISAS. BOTÂNICA;B5;0;0;0;0;0;0;
1980-9697;PESQUISAS EM DISCURSO PEDAGÓGICO (ONLINE);B5;0;0;0;0;0;0;
2237-387X;PITÁGORAS 500 - REVISTA DE ESTUDOS TEATRAIS;B5;0;0;0;0;0;0;
2236-5028;PLÊTHOS;B5;0;0;0;0;0;0;
2179-0019;PLURA. REVISTA DE ESTUDOS DE RELIGIÃO;B5;3;0;0;0;0;0;
1807-9083;PLURAIS (ANÁPOLIS);B5;0;0;0;0;0;0;
2447-9373;PLURAIS: REVISTA MULTIDISCIPLINAR DA UNEB;B5;0;0;0;0;0;0;
2177-5060;PLURAIS (UNEB);B5;0;0;0;0;0;0;
2176-8099;PLURAL (SÃO PAULO. ONLINE);B5;3;0;0;0;0;0;
2359-1072;PODER & CULTURA;B5;0;0;0;0;0;0;
2238-7692;PÓLEMOS;B5;2;0;0;0;0;0;
2238-152X;POLIS E PSIQUE;B5;0;0;0;0;0;0;
0104-7094;POLITICA HOJE (UFPE. IMPRESSO);B5;0;0;0;0;0;0;
2237-9681;PONTOS DE INTERROGAÇÃO: REVISTA DE CRÍTICA CULTURAL;B5;3;0;0;0;0;0;
1057-1515;PORTUGUESE STUDIES REVIEW;B5;0;1;0;0;0;0;
1414-9184;PRAIA VERMELHA (UFRJ);B5;0;0;0;0;0;0;
1646-8015;PRÁTICAS DE ANIMAÇÃO;B5;0;0;0;0;0;0;
2179-104X;PRÁTICAS DISCURSIVAS AMAZÔNICAS;B5;0;0;0;0;0;0;
2526-1843;PRAXIS E HEGEMONIA POPULAR;B5;0;0;0;0;0;0;
2357-7150;PRÁXIS PEDAGÓGICA;B5;0;0;0;0;0;0;
1518-9341;PRÁXIS PEDAGÓGICA;B5;0;0;0;0;0;0;
1807-3174;PRAXIS (SALVADOR);B5;0;0;0;0;0;0;
1678-2593;PRIM@ FACIE;B5;3;0;0;0;0;0;
1877-0428;PROCEDIA: SOCIAL AND BEHAVIORAL SCIENCES;B5;49;29;0;0;0;0;
2177-6628;PRÓ-DISCENTE (ONLINE);B5;0;0;0;0;0;0;
1676-840X;PRÓ-DISCENTE (UFES);B5;0;0;0;0;0;0;
1679-9887;PSICANÁLISE & BARROCO EM REVISTA;B5;0;0;0;0;0;0;
1688-7026;PSICOLOGÍA. CONOCIMIENTO Y SOCIEDAD;B5;6;0;0;0;0;0;
2076-7099;PSYANIMA. DUBNA PSYCHOLOGICAL JOURNAL;B5;0;0;0;0;0;0;
2159-5542;PSYCHOLOGY RESEARCH;B5;33;0;0;0;0;0;
2159-5550;PSYCHOLOGY RESEARCH;B5;33;0;0;0;0;0;
2282-4219;QUADRANTI - RIVISTA INTERNAZIONALE DI FILOSOFIA CONTEMPORANEA;B5;0;66;0;0;0;0;
2237-8987;QUIPUS;B5;0;0;0;0;0;0;
2237-8987;QUIPUS;B5;0;0;0;0;0;0;
1852-8171;RAES REVISTA ARGENTINA DE EDUCACIÓN SUPERIOR;B5;0;0;0;0;0;0;
1808-0936;RBC. REVISTA BRASILEIRA DE CARTOGRAFIA (ONLINE);B5;0;0;0;0;0;0;
1983-4659;REA REVISTA DE ADMINISTRAÇÃO DA UFSM;B5;0;0;0;0;0;0;
2316-4190;REAVI - REVISTA ELETRÔNICA DO ALTO VALE DO ITAJAÍ;B5;0;0;0;0;0;0;
2237-339X;REBELA - REVISTA BRASILEIRA DE ESTUDOS LATINO-AMERICANOS;B5;4;0;0;0;0;0;
1677-7387;RECADM : REVISTA ELETRÔNICA DE CIÊNCIA ADMINISTRATIVA;B5;0;0;0;0;0;0;
2238-2127;RECÔNCAVO ? REVISTA DE HISTÓRIA DA UNIABEU;B5;3;0;0;0;0;0;
2238-2127;RECONCAVO: REVISTA DE HISTÓRIA DA UNIABEU;B5;3;0;0;0;0;0;
2238-2127;RECÔNCAVO: REVISTA DE HISTÓRIA DA UNIABEU;B5;3;0;0;0;0;0;
2014-3621;REDIMAT - JOURNAL OF RESEARCH IN MATHEMATICS EDUCATION;B5;0;0;0;0;0;0;
2014-3621;REDIMAT- REVISTA DE INVESTIGACIÓN EN DIDÁCTICA DE LAS MATEMÁTICAS;B5;0;0;0;0;0;0;
2316-1213;REDISCO - REVISTA ELETRÔNICA DE ESTUDOS DO DISCURSO E DO CORPO;B5;0;0;0;0;0;0;
2316-1213;REDISCO - REVISTA ELETRÔNICA DE ESTUDOS DO DISCURSO E DO CORPO;B5;0;0;0;0;0;0;
1980-0312;REFELD. REVISTA BRASILEIRA DE EDUCAÇÃO FÍSICA. ESPORTE. LAZER E DANÇA;B5;0;0;0;0;0;0;
2007-8501;REFLEXIONES MARGINALES;B5;0;0;0;0;0;0;
2176-2171;REGAE: REVISTA DE GESTÃO E AVALIAÇÃO EDUCACIONAL;B5;1;0;0;0;0;0;
2317-3688;RELEGENS THRÉSKEIA: ESTUDOS E PESQUISA EM RELIGIÃO;B5;0;0;0;0;0;0;
2477-9083;RELIGACIÓN: REVISTA DE CIENCIAS SOCIALES Y HUMANIDADES;B5;0;0;0;0;0;0;
1982-6605;RELIGARE: REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DAS RELIGIÕES DA UFPB;B5;3;0;0;0;0;0;
2177-5184;REMARK. REVISTA BRASILEIRA DE MARKETING;B5;0;0;0;0;0;0;
2179-426X;RENCIMA;B5;0;0;0;0;0;0;
2236-7489;RETEME - REVISTA DE TECNOLOGIAS E MÍDIAS NA EDUCAÇÃO;B5;0;0;0;0;0;0;
2318-4566;REVISTA ABTU;B5;0;0;0;0;0;0;
2179-9849;REVISTA ACADÊMICA ESPAÇO DA SOPHIA.;B5;0;37;0;0;0;0;
1983-716X;REVISTA ALCANCE (ONLINE);B5;0;0;0;0;0;0;
2183-4083;REVISTA ALMADAFORMA;B5;0;0;0;0;0;0;
2448-1548;REVISTA ALPHA;B5;9;0;0;0;0;0;
2238-8893;REVISTA AMAZÔNIA. ORGANIZAÇÕES E SUSTENTABILIDADE;B5;0;0;0;0;0;0;
1983-3415;REVISTA AMAZÔNICA;B5;0;0;0;0;0;0;
1983-3415;REVISTA AMAZÔNICA . LAPESAM/GMPEPPE/UFAM/CNPQ/EDUA;B5;0;0;0;0;0;0;
2318-8774;REVISTA AMAZÔNICA (ONLINE);B5;0;0;0;0;0;0;
2176-9036;REVISTA AMBIENTE CONTÁBIL;B5;7;0;0;0;0;0;
2248-5376;REVISTA ANEKUMENE;B5;0;0;0;0;0;0;
1852-8171;REVISTA ARGENTINA DE EDUCACIÓN SUPERIOR (RAES);B5;0;0;0;0;0;0;
1807-8214;REVISTA ÁRTEMIS;B5;5;0;0;0;0;0;
2316-5251;REVISTA ÁRTEMIS;B5;5;0;0;0;0;0;
2316-5251;REVISTA ÁRTEMIS - ESTUDOS DE GÊNERO. FEMINISMO E SEXUALIDADES;B5;0;0;0;0;0;0;
2238-3999;REVISTA ASPAS;B5;0;0;0;0;0;0;
1514-2566;REVISTA AULA UNIVERSITARIA;B5;0;0;0;0;0;0;
2316-1205;REVISTA BINACIONAL BRASIL ARGENTINA;B5;0;0;0;0;0;0;
2316-1205;REVISTA BINACIONAL BRASIL ARGENTINA: DIÁLOGO ENTRE ÀS CIÊNCIAS;B5;0;0;0;0;0;0;
1807-8338;REVISTA BRASILEIRA DE ANÁLISE DO COMPORTAMENTO;B5;5;0;0;0;0;0;
0560-4613;REVISTA BRASILEIRA DE CARTOGRAFIA (IMPRESSO);B5;0;0;0;0;0;0;
2176-9478;REVISTA BRASILEIRA DE CIÊNCIAS AMBIENTAIS (ONLINE);B5;0;0;0;0;0;0;
2178-0137;REVISTA BRASILEIRA DE CIÊNCIAS DA SAÚDE;B5;0;0;0;0;0;0;
1678-054X;REVISTA BRASILEIRA DE CIÊNCIAS DA SAÚDE (IMES);B5;0;0;0;0;0;0;
2358-3193;REVISTA BRASILEIRA DE EDUCAÇÃO EM CIÊNCIA DA INFORMAÇÃO;B5;0;0;0;0;0;0;
2446-9467;REVISTA BRASILEIRA DE EDUCAÇÃO FÍSICA ESCOLAR;B5;0;0;0;0;0;0;
1983-0408;REVISTA BRASILEIRA DE EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA;B5;0;0;0;0;0;0;
1809-6158;REVISTA BRASILEIRA DE ENSINO DE QUÍMICA;B5;0;0;0;0;0;0;
2175-053X;REVISTA BRASILEIRA DE ESTUDOS DE SEGURANÇA PÚBLICA;B5;0;0;0;0;0;0;
2358-1239;REVISTA BRASILEIRA DE ESTUDOS DO LAZER;B5;0;0;0;0;0;0;
2318-7492;REVISTA BRASILEIRA DE EXPRESSÃO GRÁFICA;B5;0;0;0;0;0;0;
2317-3122;REVISTA BRASILEIRA DE GESTÃO AMBIENTAL;B5;0;0;0;0;0;0;
2176-3275;REVISTA BRASILEIRA DE HISTÓRIA DA CIÊNCIA;B5;0;0;0;0;0;0;
1981-9927;REVISTA BRASILEIRA DE NUTRIÇÃO ESPORTIVA;B5;8;0;0;0;0;0;
0486-641X;REVISTA BRASILEIRA DE PSICANÁLISE;B5;0;0;0;0;0;0;
0486-641X;REVISTA BRASILEIRA DE PSICANÁLISE (IMPRESSO);B5;0;0;0;0;0;0;
0104-5393;REVISTA BRASILEIRA DE PSICODRAMA;B5;4;0;0;0;0;0;
2319-0361;REVISTA BRASILEIRA DE PSICOLOGIA;B5;0;0;0;0;0;0;
1981-9145;REVISTA BRASILEIRA DE PSICOLOGIA DO ESPORTE;B5;0;0;0;0;0;0;
1806-1230;REVISTA BRASILEIRA EM PROMOÇÃO DA SAÚDE (ONLINE);B5;0;0;0;0;0;0;
2525-2879;REVISTA CADERNOS DA EDUCAÇÃO BÁSICA;B5;0;0;0;0;0;0;
2317-0352;REVISTA CAFÉ COM SOCIOLOGIA;B5;2;4;0;0;0;0;
1678-8346;REVISTA CERRADOS (UNIMONTES);B5;0;0;0;0;0;0;
1516-2664;REVISTA CESUMAR;B5;0;0;0;0;0;0;
2176-9176;REVISTA CESUMAR CIÊNCIAS HUMANAS E SOCIAIS APLICADAS;B5;3;0;0;0;0;0;
0719-7551;REVISTA CHILENA DE DERECHO DEL TRABAJO Y DE LA SEGURIDAD SOCIAL;B5;0;0;0;0;0;0;
1679-4605;REVISTA CIÊNCIA EM EXTENSÃO;B5;6;0;0;0;0;0;
2179-1120;REVISTA CIÊNCIAS HUMANAS;B5;3;0;0;0;0;0;
2177-6229;REVISTA CIÊNCIAS SOCIAIS UNISINOS;B5;0;0;0;0;0;0;
2172-7929;REVISTA CIENTÍFICA DE EDUCACIÓN E COMUNICACIÓN HACHETETEPÉ;B5;0;0;0;0;0;0;
2175-0556;REVISTA CIENTÍFICA HERMES;B5;0;0;0;0;0;0;
2238-5819;REVISTA CIENTÍFICA ON-LINE TECNOLOGIA GESTÃO HUMANISMO;B5;0;0;0;0;0;0;
2357-8203;REVISTA COLINEARES;B5;0;0;0;0;0;0;
1807-7536;REVISTA COMUNICAÇÕES;B5;0;0;0;0;0;0;
2316-6665;REVISTA CONEXÃO ELETRÔNICA;B5;0;0;0;0;0;0;
2176-0144;REVISTA CONEXÕES - CIÊNCIA E TECNOLOGIA;B5;0;0;0;0;0;0;
2306-918X;REVISTA CONGRESO UNIVERSIDAD;B5;0;0;0;0;0;0;
2525-7935;REVISTA CONHECIMENTO EM AÇÃO;B5;0;0;0;0;0;0;
2236-3858;REVISTA CONTEMPORANEIDADE. EDUCAÇÃO E TECNOLOGIA;B5;0;0;0;0;0;0;
2178-8154;REVISTA CONTEXTO (PETROLINA);B5;0;0;0;0;0;0;
2178-5945;REVISTA CORPOCONSCIÊNCIA (ELETRÔNICA);B5;0;0;0;0;0;0;
0257-4314;REVISTA CUBANA DE EDUCACIÓN SUPERIOR;B5;2;0;0;0;0;0;
1679-5954;REVISTA DA ABENO;B5;4;0;0;0;0;0;
1679-768X;REVISTA DA ANPEGE;B5;3;0;0;0;0;0;
2177-2770;REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES/AS NEGROS/AS;B5;6;0;0;0;0;0;
2177-2770;REVISTA DA ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES(AS) NEGROS(AS) - ABPN;B5;6;0;0;0;0;0;
1516-9162;REVISTA DA ASSOCIAÇÃO PSICANALÍTICA DE PORTO ALEGRE;B5;0;0;0;0;0;0;
1982-2065;REVISTA DA CIÊNCIA DA ADMINISTRAÇÃO (RECIFE);B5;0;0;0;0;0;0;
0873-5719;REVISTA DA ESCOLA SUPERIOR DE EDUCAÇÃO (PORTUGAL);B5;0;0;0;0;0;0;
2176-9583;REVISTA DA FACULDADE DE ADMINISTRAÇÃO E ECONOMIA - REFAE;B5;0;0;0;0;0;0;
1980-7694;REVISTA DA SOCIEDADE BRASILEIRA DE ARBORIZAÇÃO URBANA;B5;0;0;0;0;0;0;
1413-9006;REVISTA DA SOCIEDADE BRASILEIRA DE ATIVIDADE MOTORA ADAPTADA;B5;0;0;0;0;0;0;
1517-0276;REVISTA DA UNIVERSIDADE VALE DO RIO VERDE;B5;4;0;0;0;0;0;
2236-5362;REVISTA DA UNIVERSIDADE VALE DO RIO VERDE;B5;4;0;0;0;0;0;
2236-1197;REVISTA DE ADMINISTRAÇÃO DA UEG;B5;0;0;0;0;0;0;
2359-117X;REVISTA DE ADMINISTRAÇÃO DO SUL DO PARÁ;B5;0;0;0;0;0;0;
2318-1109;REVISTA DE ARQUITETURA IMED;B5;0;0;0;0;0;0;
2359-4330;REVISTA DE ATENÇÃO À SAÚDE;B5;6;0;0;0;0;0;
2448-4091;REVISTA DE CIÊNCIA E INOVAÇÃO DO IF FARROUPILHA;B5;0;0;0;0;0;0;
1677-6062;REVISTA DE CIÊNCIAS AGRO-AMBIENTAIS (ONLINE);B5;0;0;0;0;0;0;
2236-5176;REVISTA DE CIÊNCIAS HUMANAS UFV;B5;0;0;0;0;0;0;
1688-6682;REVISTA DE CIENCIAS SOCIALES DE LA UNIVERSIDAD DEL URUGUAY - RECSO;B5;0;0;0;0;0;0;
2317-4307;REVISTA DE CULTURA TEOLÓGICA;B5;2;0;0;0;0;0;
0104-0529;REVISTA DE CULTURA TEOLÓGICA;B5;2;0;0;0;0;0;
2175-3326;REVISTA DE DIREITO DA FAT;B5;0;0;0;0;0;0;
2179-9636;REVISTA DE EDUCAÇÃO. GESTÃO E SOCIEDADE;B5;0;0;0;0;0;0;
2393-6789;REVISTA DE EDUCACIÓN SUPERIOR DEL SUR GLOBAL - RESUR;B5;0;0;0;0;0;0;
2359-3539;REVISTA DE EMPREENDEDORISMO. INOVAÇÃO E TECNOLOGIA;B5;0;0;0;0;0;0;
0326-7091;REVISTA DE ENSEÑANZA DE LA FÍSICA;B5;0;0;0;0;0;0;
2250-6101;REVISTA DE ENSEÑANZA DE LA FÍSICA (ONLINE);B5;0;0;0;0;0;0;
2179-2933;REVISTA DE ENSINO DE CIÊNCIAS E ENGENHARIA;B5;0;0;0;0;0;0;
2179-426X;REVISTA DE ENSINO DE CIÊNCIAS E MATEMÁTICA (RENCIMA);B5;0;0;0;0;0;0;
2179-4510;REVISTA DE ENSINO DE GEOGRAFIA;B5;0;0;0;0;0;0;
2447-8733;REVISTA DE ENSINO. EDUCAÇÃO E CIÊNCIAS HUMANAS;B5;3;0;0;0;0;0;
2386-4540;REVISTA DE ESTUDIOS BRASILEÑOS;B5;5;0;0;0;0;0;
1983-1501;REVISTA DE ESTUDOS AMBIENTAIS (ONLINE);B5;0;0;0;0;0;0;
2359-1145;REVISTA DE ESTUDOS DE GESTÃO. INFORMAÇÃO E TECNOLOGIA;B5;0;0;0;0;0;0;
1981-383X;REVISTA DE HISTÓRIA COMPARADA (UFRJ);B5;0;0;0;0;0;0;
1808-4001;REVISTA DE HISTÓRIA DA BIBLIOTECA NACIONAL;B5;0;0;0;0;0;0;
2447-6447;REVISTA DE HISTÓRIA DA EDUCAÇÃO MATEMÁTICA;B5;0;0;0;0;0;0;
0122-7238;REVISTA DE HISTORIA DE LA EDUCACION LATINOAMERICANA;B5;6;0;0;0;0;0;
1808-4001;REVISTA DE HISTÓRIA (RIO DE JANEIRO);B5;0;0;0;0;0;0;
2238-3948;REVISTA DE HUMANIDADES. TECNOLOGIA E CULTURA - REHUTEC;B5;0;0;0;0;0;0;
1560-909X;REVISTA DE INVESTIGACIÓN EN PSICOLOGÍA (IMPRESA);B5;0;0;0;0;0;0;
2175-5361;REVISTA DE PESQUISA: CUIDADO É FUNDAMENTAL;B5;0;0;0;0;0;0;
1809-6107;REVISTA DE PESQUISA: CUIDADO É FUNDAMENTAL;B5;0;0;0;0;0;0;
2175-5361;REVISTA DE PESQUISA: CUIDADO E FUNDAMENTAL (ONLINE);B5;10;0;0;0;0;0;
2318-4760;REVISTA DE TEORIAS E PRÁTICAS EDUCACIONAIS;B5;0;0;0;0;0;0;
1982-4955;REVISTA DE TERAPIA OCUPACIONAL DA BAHIANA (EBMSP);B5;0;0;0;0;0;0;
2447-6099;REVISTA DEBATES EM ENSINO DE QUÍMICA;B5;0;0;0;0;0;0;
1405-6690;REVISTA DEL CENTRO DE INVESTIGACIÓN;B5;6;0;0;0;0;0;
2317-2010;REVISTA DIALECTUS;B5;0;0;0;0;0;0;
2316-4034;REVISTA DI@ALOGUS;B5;0;0;0;0;0;0;
2446-7413;REVISTA DIAPHONÍA;B5;0;0;0;0;0;0;
2319-0558;REVISTA DIGITAL DE DIREITO ADMINISTRATIVO;B5;0;0;0;0;0;0;
2448-0657;REVISTA DIGITAL DE ENSINO DE FILOSOFIA;B5;0;0;0;0;0;0;
2174-1077;REVISTA DIGITAL DEL FÓRUM EUROPEO DE ADMINISTRADORES DE LA EDUCACIÓN DE ARAGÓN;B5;0;0;0;0;0;0;
2358-8853;REVISTA DIVERSIDADE E EDUCAÇÃO;B5;0;0;0;0;0;0;
2177-9325;REVISTA DO CFCH;B5;0;0;0;0;0;0;
2177-9325;REVISTA DO CFCH (CENTRO DE FILOSOFIA E CIÊNCIAS HUMANAS DA UFRJ);B5;0;0;0;0;0;0;
2236-2878;REVISTA DO DEPARTAMENTO DE GEOGRAFIA;B5;6;0;0;0;0;0;
2236-0883;REVISTA DO GELNE;B5;6;0;0;0;0;0;
1517-7874;REVISTA DO GELNE;B5;6;0;0;0;0;0;
2237-9657;REVISTA DO INSTITUTO GEOGEBRA INTERNACIONAL DE SÃO PAULO (IGISP);B5;0;0;0;0;0;0;
1981-7347;REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE SERGIPE;B5;0;0;0;0;0;0;
2317-1332;REVISTA DO NESEF;B5;0;0;0;0;0;0;
2317-1332;REVISTA DO NESEF FILOSOFIA E ENSINO;B5;0;0;0;0;0;0;
2317-8523;REVISTA DO NÚCLEO DE ESTUDOS DE ECONOMIA CATARINENSE;B5;0;0;0;0;0;0;
0102-4981;REVISTA DO PROFESSOR DE MATEMÁTICA;B5;0;0;0;0;0;0;
2358-6338;REVISTA DOCÊNCIA DO ENSINO SUPERIOR;B5;0;0;0;0;0;0;
2237-5864;REVISTA DOCÊNCIA DO ENSINO SUPERIOR;B5;0;0;0;0;0;0;
2237-5864;REVISTA DOCÊNCIA DO ENSINO SUPERIOR;B5;0;0;0;0;0;0;
2237-2334;REVISTA EDUCAÇÃO A DISTÂNCIA;B5;0;0;0;0;0;0;
2237-1648;REVISTA EDUCAÇÃO. CULTURA E SOCIEDADE;B5;2;0;0;0;0;0;
2237-1648;REVISTA EDUCAÇÃO. CULTURA E SOCIEDADE;B5;2;0;0;0;0;0;
1519-6194;REVISTA EDUCAÇÃO E CIDADANIA;B5;0;0;0;0;0;0;
2359-277X;REVISTA EDUCAÇÃO E LINGUAGEM;B5;1;0;0;0;0;0;
2238-8346;REVISTA EDUCAÇÃO E POLÍTICAS EM DEBATE;B5;0;0;0;0;0;0;
2316-8919;REVISTA EDUCAÇÃO EM REDE: FORMAÇÃO E PRÁTICA DOCENTE;B5;0;0;0;0;0;0;
2316-8919;REVISTA EDUCAÇÃO EM REDE: FORMAÇÃO E PRÁTICA DOCENTE;B5;0;0;0;0;0;0;
0123-0425;REVISTA EDUCACIÓN Y CIUDAD;B5;3;0;0;0;0;0;
2011-5318;REVISTA EDUCACIÓN Y DESARROLLO SOCIAL;B5;4;0;0;0;0;0;
2310-0036;REVISTA ELECTRÓNICA DE INVESTIGAÇÃO E DESENVOLVIMENTO;B5;0;0;0;0;0;0;
2179-1880;REVISTA ELETRÔNICA DA FEATI;B5;0;0;0;0;0;0;
2177-742X;REVISTA ELETRÔNICA DA UNIFEBE;B5;0;0;0;0;0;0;
2236-2150;REVISTA ELETRÔNICA DEBATES EM EDUCAÇÃO CIENTÍFICA E TECNOLÓGICA;B5;2;0;0;0;0;0;
1981-3694;REVISTA ELETRÔNICA DO CURSO DE DIREITO DA UFSM;B5;4;0;0;0;0;0;
1980-5756;REVISTA ELETRÔNICA GESTÃO E SOCIEDADE;B5;0;0;0;0;0;0;
2178-3039;REVISTA ELETRÔNICA PEDAGOGIA EM FOCO (ITURAMA - MG);B5;0;0;0;0;0;0;
1808-9305;REVISTA ELETRÔNICA POLIDISCIPLINAR VÔOS;B5;0;0;0;0;0;0;
2359-6074;REVISTA ELETRÔNICA SABERES MÚLTIPLOS;B5;0;0;0;0;0;0;
2238-1651;REVISTA ELETRÔNICA TRILHAS DA HISTÓRIA;B5;0;0;0;0;0;0;
2359-6082;REVISTA EMREDE - REVISTA DE EDUCAÇÃO À DISTÂNCIA;B5;0;0;0;0;0;0;
2316-2341;REVISTA ENIAC PESQUISA;B5;0;0;0;0;0;0;
1984-5197;REVISTA ENSAIO GERAL;B5;0;0;0;0;0;0;
2177-4994;REVISTA ENSAIOS FILOSÓFICOS;B5;0;0;0;0;0;0;
2179-4510;REVISTA ENSINO DE GEOGRAFIA;B5;0;0;0;0;0;0;
2447-3529;REVISTA ENTRELÍNGUAS;B5;0;0;0;0;0;0;
2182-7591;REVISTA E-PSI;B5;0;0;0;0;0;0;
1519-6186;REVISTA ESPAÇO ACADÊMICO (UEM);B5;0;0;0;0;0;0;
1519-6186;REVISTA ESPAÇO ACADÊMICO (UEM);B5;0;0;0;0;0;0;
1981-318X;REVISTA ESPAÇO DA SOPHIA;B5;0;0;0;0;0;0;
